,,c0,c0,c0,c0,c0,h0,h0,h0,h0,h0,h1,h1,h1,h1,h1,h2,h2,h2,h2,h2,op,op,op,op,op,all,all,all,all,all
error_type,,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3
model_seed,error_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,LIM_02-6404,0.7464,0.9875,0.7812,0.9875,0.9875,0.9872,0.9875,0.9875,0.987,0.987,0.9867,0.9875,0.9875,0.987,0.9872,0.9669,0.9875,0.968,0.9875,0.9875,0.9844,0.9875,0.9852,0.987,0.9875,0.7281,0.9875,0.762,0.9867,0.9875
3824,LIM_02-9387,0.7352,0.9875,0.757,0.9875,0.9875,0.9875,0.9875,0.9865,0.9872,0.9872,0.9872,0.9875,0.9872,0.9872,0.9872,0.9703,0.9875,0.9714,0.9872,0.9872,0.9852,0.9875,0.9839,0.9878,0.9878,0.7112,0.9872,0.7292,0.9875,0.9875
3824,LIM_05-2188,0.5193,0.9875,0.5484,0.9872,0.9875,0.987,0.9872,0.9867,0.987,0.9872,0.9875,0.9875,0.9872,0.9872,0.9878,0.9404,0.9875,0.9479,0.9875,0.987,0.9833,0.9872,0.9792,0.9867,0.9872,0.4771,0.987,0.5086,0.9862,0.987
3824,LIM_05-3987,0.5016,0.9875,0.5148,0.987,0.9875,0.9875,0.9875,0.9878,0.9872,0.987,0.987,0.9875,0.9872,0.9878,0.9872,0.9385,0.9872,0.9443,0.9867,0.9878,0.9794,0.9875,0.9776,0.9862,0.9867,0.4617,0.9872,0.4773,0.9859,0.9862
3824,LIM_05-4981,0.4911,0.9875,0.5151,0.9875,0.9875,0.987,0.9872,0.9854,0.9872,0.987,0.9883,0.987,0.9872,0.9875,0.9878,0.9422,0.9875,0.9417,0.9875,0.9875,0.9792,0.9875,0.981,0.9867,0.9865,0.4602,0.9875,0.4792,0.9865,0.987
3824,LIM_05-6404,0.556,0.9875,0.5375,0.9875,0.9875,0.9862,0.9872,0.988,0.9872,0.9872,0.987,0.9872,0.988,0.9872,0.9875,0.9401,0.9872,0.9359,0.9875,0.9867,0.9818,0.9875,0.9799,0.9865,0.9865,0.5174,0.987,0.501,0.9862,0.9859
3824,LIM_05-9387,0.5112,0.9875,0.4464,0.9872,0.9872,0.987,0.9875,0.9862,0.9875,0.9872,0.9872,0.9872,0.9878,0.9872,0.987,0.9419,0.9875,0.9445,0.9878,0.987,0.9812,0.9875,0.9818,0.9875,0.9872,0.4648,0.987,0.4013,0.987,0.9867
3824,LIM_10-2188,0.293,0.9875,0.3185,0.9875,0.9872,0.9849,0.987,0.9859,0.9872,0.9872,0.987,0.987,0.9875,0.987,0.9875,0.899,0.988,0.9034,0.9875,0.987,0.9742,0.9875,0.9766,0.9854,0.9854,0.2466,0.9875,0.2771,0.9852,0.9846
3824,LIM_10-3987,0.3125,0.9872,0.2956,0.9872,0.9872,0.9849,0.9872,0.9849,0.9875,0.987,0.987,0.9875,0.9878,0.9867,0.988,0.9008,0.9875,0.8977,0.9865,0.9865,0.9667,0.9875,0.9703,0.9844,0.9865,0.2615,0.9875,0.262,0.9831,0.9839
3824,LIM_10-4981,0.3018,0.9875,0.3411,0.9872,0.9872,0.9854,0.9872,0.9862,0.9878,0.9875,0.9878,0.987,0.9867,0.987,0.9872,0.8958,0.9872,0.9016,0.9867,0.9872,0.974,0.9875,0.9745,0.9859,0.9854,0.2482,0.9862,0.2875,0.9854,0.9862
3824,LIM_10-6404,0.3523,0.9875,0.4302,0.9872,0.9875,0.9841,0.9875,0.9844,0.9872,0.987,0.9875,0.9862,0.9878,0.9872,0.9875,0.8852,0.9878,0.888,0.987,0.9872,0.9714,0.9875,0.9768,0.9844,0.9849,0.3021,0.987,0.3779,0.9839,0.9844
3824,LIM_10-9387,0.3143,0.9872,0.2766,0.9872,0.9875,0.9859,0.987,0.9865,0.9867,0.9872,0.9875,0.9872,0.9872,0.987,0.9875,0.9013,0.9875,0.8982,0.9862,0.987,0.9737,0.9872,0.9763,0.9857,0.9867,0.2667,0.9865,0.2378,0.9841,0.9857
3824,LIM_20-2188,0.1823,0.9872,0.2188,0.987,0.9872,0.9836,0.987,0.982,0.9867,0.9878,0.9865,0.9872,0.988,0.9867,0.9867,0.8128,0.9865,0.8156,0.9862,0.9875,0.9573,0.9875,0.9633,0.9849,0.9857,0.1461,0.9867,0.1469,0.9802,0.9846
3824,LIM_20-3987,0.2133,0.9872,0.2,0.9872,0.9875,0.9841,0.9875,0.9844,0.988,0.987,0.987,0.9878,0.9867,0.9872,0.987,0.8237,0.9875,0.8326,0.9865,0.9872,0.9477,0.9872,0.9477,0.9831,0.982,0.1648,0.988,0.1602,0.9823,0.9807
3824,LIM_20-4981,0.1914,0.9872,0.1805,0.9875,0.9867,0.9833,0.9878,0.9846,0.988,0.987,0.987,0.9878,0.9875,0.9875,0.9872,0.8211,0.987,0.8237,0.9878,0.9872,0.9557,0.9872,0.9549,0.9844,0.9841,0.1336,0.9867,0.1312,0.9828,0.9818
3824,LIM_20-6404,0.2557,0.987,0.2083,0.9875,0.987,0.982,0.9867,0.9839,0.9878,0.9872,0.9872,0.9875,0.9878,0.9878,0.9867,0.807,0.9872,0.8078,0.9875,0.9867,0.9531,0.9875,0.9578,0.9841,0.9833,0.1964,0.9865,0.1698,0.9841,0.9818
3824,LIM_20-9387,0.2013,0.987,0.1875,0.9875,0.987,0.9826,0.987,0.9859,0.9872,0.987,0.9865,0.9885,0.9883,0.987,0.9865,0.8156,0.9875,0.8286,0.9857,0.988,0.9594,0.9875,0.9638,0.9849,0.9867,0.1461,0.9885,0.1375,0.9818,0.9862
3824,LIM_50-2188,0.1615,0.9872,0.1458,0.9875,0.9872,0.9727,0.9857,0.9721,0.9883,0.9865,0.9862,0.9872,0.9865,0.9865,0.9875,0.6289,0.9875,0.6424,0.9859,0.9875,0.926,0.987,0.9224,0.9794,0.9799,0.1099,0.9849,0.1151,0.976,0.975
3824,LIM_50-3987,0.1505,0.9872,0.1516,0.9867,0.9872,0.9706,0.9862,0.9729,0.9865,0.9859,0.9852,0.9854,0.9865,0.9865,0.9862,0.6453,0.9872,0.6586,0.9854,0.9846,0.9055,0.987,0.8987,0.976,0.9755,0.1193,0.9831,0.1206,0.9695,0.9693
3824,LIM_50-4981,0.1523,0.987,0.1747,0.9872,0.9872,0.9732,0.987,0.9742,0.9862,0.9867,0.9857,0.9875,0.9867,0.9852,0.9862,0.6529,0.9875,0.6336,0.9859,0.9862,0.9172,0.9872,0.9216,0.9792,0.9797,0.113,0.9865,0.1185,0.974,0.9734
3824,LIM_50-6404,0.1773,0.987,0.1464,0.9867,0.9867,0.9742,0.987,0.9698,0.9872,0.9878,0.9859,0.9867,0.9867,0.9875,0.9875,0.6216,0.9865,0.6331,0.9854,0.9857,0.9062,0.987,0.9091,0.9784,0.9745,0.1198,0.9854,0.1102,0.9729,0.9698
3824,LIM_50-9387,0.1458,0.9872,0.1573,0.987,0.9872,0.9693,0.987,0.9742,0.9865,0.988,0.9867,0.987,0.9859,0.9872,0.9872,0.6312,0.987,0.6279,0.9872,0.9878,0.9253,0.9872,0.925,0.9807,0.9799,0.1146,0.9862,0.1141,0.9781,0.9745
3824,LIM_99-2188,0.1753,0.9872,0.1602,0.987,0.9872,0.9401,0.9859,0.9516,0.9862,0.9867,0.9846,0.9875,0.9852,0.9865,0.9846,0.4419,0.9844,0.4544,0.9833,0.9828,0.8737,0.9872,0.8734,0.9724,0.9711,0.1086,0.9833,0.107,0.9612,0.9586
3824,LIM_99-3987,0.1638,0.9875,0.1651,0.9878,0.9872,0.9393,0.9857,0.9516,0.9862,0.9857,0.9852,0.9872,0.9849,0.9875,0.9841,0.4755,0.9857,0.475,0.9839,0.9833,0.8234,0.987,0.8247,0.9654,0.963,0.1091,0.9823,0.107,0.9542,0.95
3824,LIM_99-4981,0.1727,0.9875,0.1586,0.9872,0.987,0.9464,0.9867,0.95,0.9862,0.988,0.982,0.9854,0.9839,0.9857,0.9852,0.4466,0.9844,0.4591,0.9846,0.9844,0.8516,0.987,0.8557,0.974,0.9737,0.1081,0.9815,0.1039,0.9612,0.962
3824,LIM_99-6404,0.1589,0.987,0.1685,0.9865,0.987,0.9354,0.9875,0.9419,0.9854,0.9849,0.9846,0.9862,0.9865,0.9849,0.9862,0.4234,0.9857,0.4294,0.9836,0.9833,0.8516,0.9867,0.8346,0.9633,0.9646,0.1076,0.9794,0.1036,0.9482,0.9484
3824,LIM_99-9387,0.1867,0.9875,0.169,0.9867,0.9865,0.9396,0.988,0.9521,0.9862,0.9859,0.9841,0.988,0.9849,0.9859,0.9862,0.4573,0.9867,0.4568,0.9846,0.9846,0.8638,0.9867,0.8667,0.9695,0.9682,0.1057,0.9846,0.1094,0.9594,0.957
7278,LIM_01-2188,0.8612,0.9898,0.8904,0.9898,0.9898,0.9901,0.9898,0.9904,0.9898,0.9898,0.9898,0.9901,0.9898,0.9898,0.9898,0.9807,0.9898,0.982,0.9898,0.9898,0.9867,0.9898,0.987,0.9891,0.9893,0.8482,0.9901,0.8763,0.9885,0.9893
7278,LIM_01-3987,0.8638,0.9898,0.8289,0.9898,0.9898,0.9906,0.9898,0.9906,0.9898,0.9898,0.9898,0.9898,0.9901,0.9898,0.9898,0.9839,0.9898,0.9826,0.9898,0.9898,0.9878,0.9898,0.9883,0.9896,0.9896,0.8583,0.9898,0.8224,0.9898,0.9896
7278,LIM_01-4981,0.9086,0.9898,0.882,0.9898,0.9898,0.9904,0.9898,0.9906,0.9898,0.9898,0.9898,0.9898,0.9898,0.9898,0.9898,0.9818,0.9898,0.9826,0.9896,0.9901,0.9885,0.9898,0.9891,0.9896,0.9888,0.9005,0.9898,0.8747,0.9893,0.9891
7278,LIM_01-6404,0.8823,0.9898,0.8885,0.9898,0.9898,0.9896,0.9898,0.9901,0.9898,0.9898,0.9898,0.9898,0.9898,0.9898,0.9898,0.9797,0.9898,0.9807,0.9898,0.9904,0.9885,0.9898,0.987,0.9893,0.9896,0.8669,0.9898,0.8789,0.9893,0.9901
7278,LIM_01-9387,0.9193,0.9898,0.9221,0.9898,0.9898,0.9909,0.9898,0.9906,0.9898,0.9898,0.9898,0.9898,0.9901,0.9901,0.9901,0.9833,0.9898,0.9818,0.9898,0.9901,0.988,0.9898,0.9872,0.9896,0.9893,0.9068,0.9901,0.9089,0.9898,0.9901
7278,LIM_02-2188,0.7625,0.9898,0.8151,0.9898,0.9898,0.9906,0.9898,0.9906,0.9898,0.9898,0.9898,0.9901,0.9901,0.9901,0.9898,0.9714,0.9901,0.9753,0.9898,0.9898,0.9852,0.9896,0.9875,0.9893,0.9898,0.7294,0.9901,0.7927,0.9896,0.9898
7278,LIM_02-3987,0.7453,0.9898,0.7609,0.9898,0.9898,0.9896,0.9898,0.9898,0.9898,0.9898,0.9898,0.9901,0.9898,0.9901,0.9898,0.9721,0.9898,0.9758,0.9898,0.9898,0.9854,0.9898,0.9846,0.9888,0.9891,0.7198,0.9901,0.7409,0.9891,0.9888
7278,LIM_02-4981,0.731,0.9898,0.7773,0.9898,0.9898,0.9901,0.9898,0.9896,0.9898,0.9898,0.9896,0.9901,0.9901,0.9898,0.9901,0.9768,0.9898,0.9685,0.9901,0.9898,0.9839,0.9898,0.9859,0.9893,0.9891,0.7042,0.9901,0.756,0.9896,0.9896
7278,LIM_02-6404,0.7914,0.9898,0.8057,0.9898,0.9898,0.9904,0.9901,0.9901,0.9898,0.9901,0.9898,0.9898,0.9898,0.9898,0.9896,0.9758,0.9898,0.9781,0.9898,0.9901,0.9841,0.9898,0.9854,0.9893,0.9896,0.7711,0.9901,0.7852,0.9896,0.9896
7278,LIM_02-9387,0.8562,0.9898,0.8216,0.9898,0.9898,0.9893,0.9898,0.9896,0.9898,0.9898,0.9901,0.9898,0.9901,0.9898,0.9898,0.9758,0.9898,0.9771,0.9898,0.9898,0.9839,0.9898,0.9854,0.9898,0.9896,0.8299,0.9898,0.8021,0.9898,0.9896
7278,LIM_05-2188,0.5578,0.9898,0.5716,0.9898,0.9898,0.9909,0.9898,0.9904,0.9896,0.9901,0.9896,0.9901,0.9898,0.9901,0.9901,0.9492,0.9901,0.9526,0.9893,0.9901,0.9823,0.9898,0.9802,0.9888,0.9888,0.518,0.9904,0.532,0.9885,0.9898
7278,LIM_05-3987,0.5148,0.9898,0.5331,0.9898,0.9898,0.9904,0.9898,0.9901,0.9904,0.9901,0.9901,0.9898,0.9901,0.9898,0.9896,0.9516,0.9898,0.9479,0.9898,0.9898,0.9766,0.9898,0.9786,0.987,0.988,0.4703,0.9898,0.487,0.987,0.9878
7278,LIM_05-4981,0.4885,0.9898,0.5557,0.9898,0.9898,0.9909,0.9898,0.9906,0.9898,0.9901,0.9906,0.9901,0.9896,0.9896,0.9898,0.9461,0.9898,0.9458,0.9898,0.9898,0.9818,0.9896,0.9826,0.9878,0.9888,0.4536,0.9898,0.5141,0.9875,0.9888
7278,LIM_05-6404,0.5984,0.9898,0.6354,0.9898,0.9898,0.9898,0.9898,0.9904,0.9898,0.9901,0.9904,0.9898,0.9896,0.9901,0.9901,0.9539,0.9911,0.9526,0.9901,0.9901,0.9773,0.9898,0.9797,0.988,0.988,0.544,0.9909,0.588,0.9885,0.9878
7278,LIM_05-9387,0.6617,0.9898,0.6146,0.9898,0.9898,0.9898,0.9898,0.9901,0.9901,0.9898,0.9906,0.9898,0.9904,0.9904,0.9901,0.9557,0.9898,0.9453,0.9901,0.9898,0.9768,0.9898,0.9789,0.988,0.9875,0.625,0.9901,0.574,0.988,0.9878
7278,LIM_10-2188,0.3867,0.9898,0.3956,0.9898,0.9898,0.9896,0.9891,0.9909,0.9906,0.9901,0.9909,0.9898,0.9901,0.9898,0.9901,0.901,0.9901,0.9161,0.9896,0.9896,0.9732,0.9898,0.9695,0.9878,0.9865,0.3216,0.9904,0.3466,0.987,0.9865
7278,LIM_10-3987,0.3432,0.9898,0.3188,0.9898,0.9898,0.9891,0.9904,0.9904,0.9901,0.9901,0.9901,0.9904,0.9901,0.9898,0.9906,0.9083,0.9904,0.9094,0.9898,0.9906,0.9661,0.9898,0.9672,0.9862,0.9852,0.2831,0.9911,0.2833,0.9844,0.9865
7278,LIM_10-4981,0.3562,0.9898,0.3245,0.9898,0.9898,0.9885,0.9904,0.9893,0.9901,0.9901,0.9909,0.9901,0.9906,0.9906,0.9906,0.9057,0.9901,0.9094,0.9893,0.9893,0.975,0.9896,0.9716,0.9867,0.9875,0.2945,0.9898,0.2768,0.987,0.9878
7278,LIM_10-6404,0.4104,0.9898,0.407,0.9898,0.9898,0.9904,0.9904,0.9888,0.9898,0.9898,0.9901,0.9904,0.9901,0.9906,0.9904,0.9206,0.9896,0.9169,0.9896,0.9904,0.9698,0.9898,0.9732,0.9859,0.987,0.3625,0.9904,0.3503,0.9859,0.9875
7278,LIM_10-9387,0.4581,0.9898,0.4016,0.9898,0.9898,0.9893,0.9901,0.9896,0.9898,0.9904,0.9904,0.9904,0.9906,0.9906,0.9901,0.9154,0.9906,0.9203,0.9896,0.9893,0.9661,0.9896,0.9656,0.987,0.988,0.3958,0.9906,0.3552,0.9878,0.9885
7278,LIM_20-2188,0.2456,0.9898,0.2398,0.9898,0.9898,0.9862,0.9901,0.9883,0.9898,0.9901,0.9909,0.9898,0.9911,0.9906,0.9898,0.8424,0.9909,0.8445,0.9904,0.9893,0.9471,0.9896,0.9576,0.9833,0.9852,0.1859,0.9901,0.1771,0.9828,0.9852
7278,LIM_20-3987,0.206,0.9898,0.2023,0.9898,0.9896,0.9896,0.9898,0.9885,0.9901,0.9901,0.9904,0.9896,0.9901,0.9901,0.9904,0.8388,0.9901,0.8615,0.9906,0.9893,0.9443,0.9893,0.9448,0.9839,0.9833,0.1427,0.9885,0.1456,0.9833,0.9823
7278,LIM_20-4981,0.2167,0.9898,0.2135,0.9898,0.9901,0.987,0.9901,0.9888,0.9898,0.9904,0.9904,0.9901,0.9906,0.9901,0.9904,0.8438,0.9898,0.8349,0.9891,0.9904,0.9531,0.9893,0.9529,0.9849,0.9862,0.1628,0.9893,0.1695,0.9836,0.9857
7278,LIM_20-6404,0.2781,0.9898,0.2617,0.9898,0.9898,0.9878,0.9896,0.9865,0.9906,0.9904,0.9901,0.9901,0.9898,0.9901,0.9904,0.85,0.9911,0.8547,0.9901,0.9896,0.9487,0.9888,0.9513,0.9812,0.9823,0.2229,0.9901,0.1971,0.981,0.981
7278,LIM_20-9387,0.2438,0.9898,0.2833,0.9898,0.9898,0.9859,0.9893,0.988,0.9898,0.9901,0.9896,0.9906,0.9896,0.9906,0.9898,0.8479,0.9893,0.8357,0.9898,0.9901,0.9477,0.9893,0.9451,0.9828,0.9833,0.1948,0.988,0.2297,0.9828,0.9831
7278,LIM_50-2188,0.1469,0.9898,0.1677,0.9904,0.9904,0.9784,0.9906,0.9818,0.9893,0.9904,0.9891,0.9898,0.9896,0.9909,0.9904,0.6839,0.9898,0.6695,0.9893,0.9896,0.9016,0.9888,0.8964,0.9753,0.9706,0.1133,0.987,0.1224,0.9706,0.9669
7278,LIM_50-3987,0.1651,0.9898,0.1617,0.9901,0.9901,0.9776,0.9904,0.9833,0.9904,0.9904,0.9891,0.9901,0.9898,0.9898,0.9901,0.6906,0.9914,0.676,0.9901,0.9896,0.8974,0.9878,0.8919,0.9758,0.9724,0.1164,0.9878,0.1141,0.9729,0.9703
7278,LIM_50-4981,0.1617,0.9906,0.1555,0.9904,0.9896,0.9807,0.9901,0.9841,0.9898,0.9901,0.9888,0.9906,0.9904,0.9891,0.9906,0.6654,0.9898,0.6638,0.9891,0.9888,0.9008,0.9888,0.9078,0.975,0.9781,0.1109,0.9885,0.1177,0.9706,0.9753
7278,LIM_50-6404,0.1734,0.9898,0.1654,0.9898,0.9898,0.9786,0.9904,0.9812,0.9906,0.9896,0.9885,0.9909,0.9906,0.9901,0.9906,0.6854,0.9906,0.6935,0.9896,0.9898,0.8911,0.9888,0.8875,0.9714,0.9716,0.1219,0.9888,0.1182,0.9685,0.9706
7278,LIM_50-9387,0.175,0.9898,0.1612,0.9898,0.9898,0.9831,0.9914,0.982,0.9906,0.9896,0.9891,0.9906,0.9888,0.9893,0.9898,0.6885,0.9891,0.7049,0.9883,0.9888,0.8781,0.9883,0.8792,0.9703,0.9693,0.1294,0.9883,0.1281,0.9659,0.968
7278,LIM_99-2188,0.1758,0.9896,0.1698,0.9906,0.9901,0.9602,0.9909,0.9661,0.9904,0.9904,0.9885,0.9898,0.9896,0.9893,0.9891,0.5091,0.9891,0.5206,0.9883,0.9875,0.8154,0.9883,0.8328,0.9576,0.956,0.1102,0.9862,0.1036,0.9492,0.9484
7278,LIM_99-3987,0.1789,0.9898,0.1802,0.9898,0.9901,0.9589,0.9901,0.9643,0.9901,0.9901,0.9867,0.9906,0.9893,0.9896,0.9888,0.5154,0.9893,0.5102,0.9896,0.988,0.8039,0.9885,0.807,0.9536,0.95,0.1052,0.9854,0.1073,0.9471,0.9422
7278,LIM_99-4981,0.1815,0.9904,0.1779,0.9901,0.9901,0.9651,0.9896,0.9695,0.9896,0.9909,0.9885,0.9904,0.9885,0.9888,0.9898,0.4812,0.9906,0.4953,0.9896,0.9883,0.8242,0.9878,0.8201,0.9604,0.9641,0.1115,0.9846,0.1112,0.9534,0.9583
7278,LIM_99-6404,0.1802,0.9901,0.1638,0.9898,0.9898,0.9602,0.9898,0.968,0.9904,0.9898,0.9862,0.9885,0.9888,0.9896,0.9885,0.5367,0.9896,0.5271,0.9893,0.9883,0.7945,0.9883,0.8112,0.9497,0.9479,0.1104,0.9854,0.1107,0.9427,0.9378
7278,LIM_99-9387,0.1786,0.9898,0.1576,0.9898,0.9906,0.9612,0.9898,0.9664,0.9901,0.9901,0.9875,0.9885,0.9896,0.9904,0.9893,0.5135,0.9893,0.5052,0.9896,0.9883,0.7943,0.9872,0.7797,0.9466,0.9445,0.1096,0.9859,0.1089,0.938,0.9352
9825,LIM_01-2188,0.8969,0.9914,0.9174,0.9914,0.9914,0.9911,0.9914,0.9917,0.9914,0.9914,0.9914,0.9914,0.9917,0.9914,0.9914,0.9836,0.9914,0.9846,0.9914,0.9914,0.9891,0.9914,0.9885,0.9911,0.9914,0.8857,0.9914,0.9115,0.9911,0.9914
9825,LIM_01-3987,0.8974,0.9914,0.8961,0.9914,0.9914,0.9914,0.9914,0.9917,0.9914,0.9914,0.9914,0.9914,0.9914,0.9917,0.9914,0.9867,0.9914,0.9846,0.9909,0.9914,0.9906,0.9914,0.9906,0.9914,0.9914,0.8901,0.9914,0.8919,0.9914,0.9914
9825,LIM_01-4981,0.9128,0.9914,0.9391,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9917,0.9917,0.9914,0.9914,0.9914,0.9914,0.9836,0.9914,0.9865,0.9914,0.9914,0.9896,0.9914,0.9906,0.9911,0.9909,0.9049,0.9911,0.9307,0.9911,0.9911
9825,LIM_01-6404,0.956,0.9914,0.9294,0.9914,0.9914,0.9911,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9914,0.9917,0.9849,0.9914,0.9867,0.9914,0.9914,0.9909,0.9914,0.9901,0.9911,0.9914,0.9464,0.9914,0.9266,0.9911,0.9917
9825,LIM_01-9387,0.8812,0.9914,0.9284,0.9914,0.9914,0.9911,0.9914,0.9909,0.9914,0.9914,0.9914,0.9917,0.9911,0.9914,0.9911,0.9836,0.9914,0.9857,0.9914,0.9914,0.9906,0.9914,0.9906,0.9914,0.9911,0.8706,0.9917,0.9211,0.9914,0.9909
9825,LIM_02-2188,0.774,0.9914,0.8609,0.9914,0.9914,0.9919,0.9914,0.9922,0.9917,0.9914,0.9911,0.9917,0.9909,0.9914,0.9911,0.976,0.9914,0.9792,0.9914,0.9911,0.9885,0.9914,0.9893,0.9911,0.9914,0.7711,0.9914,0.8448,0.9911,0.9911
9825,LIM_02-3987,0.8523,0.9914,0.8451,0.9914,0.9914,0.9919,0.9914,0.9922,0.9919,0.9919,0.9914,0.9919,0.9911,0.9914,0.9914,0.9776,0.9911,0.9786,0.9917,0.9914,0.9904,0.9914,0.9893,0.9911,0.9914,0.8307,0.9917,0.8315,0.9914,0.9914
9825,LIM_02-4981,0.8078,0.9914,0.7826,0.9914,0.9914,0.9914,0.9914,0.9919,0.9914,0.9917,0.9911,0.9917,0.9919,0.9914,0.9914,0.9805,0.9914,0.9802,0.9914,0.9911,0.988,0.9914,0.9898,0.9914,0.9914,0.7953,0.9917,0.7688,0.9914,0.9914
9825,LIM_02-6404,0.8664,0.9914,0.8974,0.9914,0.9914,0.9911,0.9914,0.9909,0.9914,0.9917,0.9914,0.9917,0.9914,0.9914,0.9914,0.9779,0.9917,0.981,0.9914,0.9911,0.9888,0.9914,0.9898,0.9906,0.9914,0.8552,0.9919,0.8812,0.9906,0.9914
9825,LIM_02-9387,0.8234,0.9914,0.8464,0.9914,0.9914,0.9917,0.9914,0.9917,0.9914,0.9917,0.9909,0.9914,0.9914,0.9914,0.9911,0.9792,0.9914,0.976,0.9914,0.9911,0.9891,0.9914,0.9888,0.9906,0.9917,0.8102,0.9914,0.8273,0.9906,0.9911
9825,LIM_05-2188,0.6427,0.9914,0.6641,0.9914,0.9914,0.9898,0.9911,0.993,0.9919,0.9911,0.9919,0.9914,0.9919,0.9917,0.9914,0.962,0.9914,0.963,0.9917,0.9917,0.9859,0.9914,0.9852,0.9911,0.9906,0.6135,0.9917,0.6328,0.9917,0.9911
9825,LIM_05-3987,0.619,0.9914,0.6727,0.9914,0.9914,0.9911,0.9917,0.9919,0.9919,0.9917,0.9922,0.9914,0.9911,0.9914,0.9917,0.9633,0.9914,0.9635,0.9917,0.9914,0.9872,0.9914,0.987,0.9914,0.9911,0.5883,0.9911,0.6305,0.9911,0.9911
9825,LIM_05-4981,0.5117,0.9914,0.6258,0.9914,0.9914,0.9909,0.9914,0.9904,0.9911,0.9914,0.9917,0.9914,0.9911,0.9914,0.9919,0.9648,0.9914,0.9615,0.9914,0.9917,0.9867,0.9911,0.9875,0.9906,0.9911,0.4839,0.9917,0.5997,0.9904,0.9917
9825,LIM_05-6404,0.7607,0.9914,0.7714,0.9914,0.9914,0.9906,0.9914,0.9896,0.9917,0.9914,0.9914,0.9917,0.9911,0.9911,0.9919,0.9586,0.9909,0.9586,0.9911,0.9919,0.9859,0.9911,0.9867,0.9911,0.9917,0.7258,0.9909,0.7354,0.9911,0.9919
9825,LIM_05-9387,0.6531,0.9914,0.556,0.9914,0.9914,0.9911,0.9914,0.9904,0.9914,0.9914,0.9911,0.9914,0.9924,0.9914,0.9917,0.9672,0.9911,0.9615,0.9911,0.9914,0.9839,0.9914,0.9849,0.9906,0.9911,0.6122,0.9911,0.5242,0.9898,0.9909
9825,LIM_10-2188,0.4591,0.9917,0.4367,0.9917,0.9917,0.9906,0.9911,0.9904,0.9917,0.9914,0.9917,0.9911,0.9909,0.9914,0.9919,0.9292,0.9909,0.9284,0.9914,0.9906,0.9789,0.9914,0.9724,0.9896,0.9893,0.424,0.9906,0.3901,0.9896,0.9888
9825,LIM_10-3987,0.457,0.9914,0.412,0.9914,0.9914,0.9893,0.9917,0.9911,0.9917,0.9914,0.9914,0.9914,0.9914,0.9917,0.9917,0.9367,0.9914,0.9336,0.9906,0.9919,0.9818,0.9914,0.9826,0.9901,0.9906,0.424,0.9911,0.3711,0.9901,0.9914
9825,LIM_10-4981,0.4253,0.9917,0.4031,0.9914,0.9914,0.9888,0.9919,0.9909,0.9914,0.9906,0.9919,0.9914,0.9914,0.9911,0.9911,0.9357,0.9906,0.9326,0.9914,0.9909,0.981,0.9914,0.9854,0.9909,0.9896,0.3737,0.9909,0.3701,0.9904,0.9898
9825,LIM_10-6404,0.5049,0.9914,0.519,0.9911,0.9914,0.9906,0.9911,0.9904,0.9919,0.9914,0.9922,0.9919,0.9914,0.9919,0.9914,0.9328,0.9917,0.9273,0.9914,0.9914,0.9807,0.9914,0.9841,0.9901,0.9904,0.4445,0.9914,0.4695,0.9904,0.9898
9825,LIM_10-9387,0.3766,0.9914,0.3797,0.9917,0.9914,0.9893,0.9909,0.9909,0.9917,0.9917,0.9917,0.9909,0.9917,0.9911,0.9917,0.9385,0.9917,0.9339,0.9911,0.9917,0.9742,0.9911,0.9818,0.9904,0.9896,0.35,0.9906,0.3232,0.9906,0.9901
9825,LIM_20-2188,0.2953,0.9914,0.2951,0.9919,0.9917,0.9919,0.9922,0.9904,0.9909,0.9919,0.9917,0.9904,0.9909,0.9919,0.9917,0.8747,0.9911,0.8776,0.9914,0.9917,0.9643,0.9911,0.9641,0.9888,0.9875,0.2284,0.9898,0.2406,0.9875,0.9878
9825,LIM_20-3987,0.2529,0.9917,0.2568,0.9914,0.9914,0.9867,0.9917,0.9896,0.9917,0.9911,0.9924,0.9917,0.9911,0.9914,0.9917,0.8875,0.9917,0.8805,0.9904,0.9919,0.9721,0.9914,0.9737,0.9901,0.9883,0.2146,0.9909,0.2125,0.9885,0.9875
9825,LIM_20-4981,0.2448,0.9914,0.2333,0.9917,0.9914,0.9901,0.9911,0.9872,0.9914,0.9914,0.9914,0.9917,0.9909,0.9917,0.9922,0.8805,0.9919,0.8716,0.9911,0.9911,0.9716,0.9914,0.9711,0.9883,0.9883,0.2016,0.9911,0.1971,0.9872,0.9883
9825,LIM_20-6404,0.3086,0.9917,0.3237,0.9914,0.9919,0.9891,0.9914,0.9901,0.9919,0.9917,0.9924,0.9914,0.9919,0.9917,0.9911,0.8776,0.9917,0.8768,0.993,0.9917,0.9682,0.9914,0.9688,0.9898,0.9891,0.2555,0.9909,0.2815,0.9911,0.9893
